actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
-5.077440,-2.059386,-1.424866,0.570717,1.967366,6.199424,0.295838,0.552594,0.443032,-1.355381,-0.148953,-0.115909
-5.077428,-2.059422,-1.424830,0.570657,1.967342,6.199400,0.295841,0.552616,0.443022,-1.355436,-0.148943,-0.115917
-5.077452,-2.059386,-1.424854,0.570681,1.967354,6.199364,0.295847,0.552594,0.443035,-1.355401,-0.148970,-0.115970
-5.077428,-2.059422,-1.424842,0.570681,1.967366,6.199412,0.295838,0.552613,0.443018,-1.355425,-0.148958,-0.115895
-5.077440,-2.059409,-1.424866,0.570681,1.967354,6.199376,0.295843,0.552605,0.443015,-1.355434,-0.148961,-0.115940
-5.077440,-2.059434,-1.424902,0.570705,1.967366,6.199400,0.295844,0.552610,0.442986,-1.355470,-0.148947,-0.115900
-5.077428,-2.059434,-1.424818,0.570693,1.967354,6.199400,0.295840,0.552616,0.443021,-1.355401,-0.148961,-0.115920
-5.077428,-2.059386,-1.424830,0.570669,1.967366,6.199376,0.295834,0.552603,0.443044,-1.355388,-0.148990,-0.115936
-5.077452,-2.059446,-1.424854,0.570705,1.967390,6.199436,0.295851,0.552611,0.442998,-1.355440,-0.148943,-0.115874
-5.077440,-2.059434,-1.424854,0.570705,1.967354,6.199376,0.295846,0.552611,0.443006,-1.355424,-0.148964,-0.115943
-5.077452,-2.059409,-1.424842,0.570693,1.967354,6.199364,0.295850,0.552601,0.443026,-1.355401,-0.148970,-0.115970
-5.077476,-2.059398,-1.424854,0.570717,1.967354,6.199400,0.295861,0.552587,0.443030,-1.355382,-0.148935,-0.115968
-5.077464,-2.059409,-1.424866,0.570693,1.967330,6.199376,0.295858,0.552597,0.443016,-1.355425,-0.148928,-0.115980
-5.077452,-2.059374,-1.424866,0.570669,1.967342,6.199424,0.295847,0.552591,0.443037,-1.355416,-0.148916,-0.115925
-5.077440,-2.059386,-1.424890,0.570657,1.967354,6.199388,0.295841,0.552599,0.443019,-1.355458,-0.148948,-0.115922
-5.077416,-2.059398,-1.424842,0.570681,1.967342,6.199400,0.295830,0.552609,0.443033,-1.355400,-0.148959,-0.115918
-5.077428,-2.059434,-1.424878,0.570693,1.967366,6.199412,0.295838,0.552615,0.442995,-1.355459,-0.148950,-0.115884
-5.077428,-2.059386,-1.424866,0.570681,1.967354,6.199412,0.295834,0.552601,0.443030,-1.355413,-0.148951,-0.115906
-5.077452,-2.059422,-1.424854,0.570681,1.967378,6.199388,0.295850,0.552606,0.443012,-1.355436,-0.148965,-0.115923
-5.077440,-2.059398,-1.424854,0.570681,1.967318,6.199424,0.295845,0.552601,0.443028,-1.355415,-0.148904,-0.115931
-5.077440,-2.059422,-1.424866,0.570693,1.967366,6.199388,0.295844,0.552608,0.443008,-1.355435,-0.148963,-0.115921
-5.077452,-2.059398,-1.424854,0.570693,1.967342,6.199412,0.295849,0.552597,0.443028,-1.355404,-0.148927,-0.115938
-5.077428,-2.059409,-1.424878,0.570681,1.967354,6.199412,0.295837,0.552608,0.443010,-1.355447,-0.148942,-0.115896
-5.077416,-2.059398,-1.424890,0.570669,1.967342,6.199412,0.295830,0.552609,0.443012,-1.355457,-0.148938,-0.115890
-5.077452,-2.059398,-1.424866,0.570693,1.967378,6.199412,0.295846,0.552596,0.443023,-1.355415,-0.148955,-0.115910
-5.077428,-2.059409,-1.424902,0.570705,1.967342,6.199400,0.295837,0.552606,0.443001,-1.355447,-0.148940,-0.115914
-5.077416,-2.059422,-1.424866,0.570693,1.967378,6.199412,0.295829,0.552615,0.443008,-1.355435,-0.148973,-0.115873
-5.077452,-2.059422,-1.424854,0.570681,1.967366,6.199388,0.295851,0.552606,0.443013,-1.355436,-0.148955,-0.115931
-5.077452,-2.059422,-1.424890,0.570717,1.967330,6.199388,0.295852,0.552602,0.443000,-1.355437,-0.148925,-0.115956
-5.077428,-2.059362,-1.424854,0.570669,1.967342,6.199400,0.295832,0.552594,0.443049,-1.355390,-0.148954,-0.115932
-5.077404,-2.059458,-1.424878,0.570681,1.967366,6.199388,0.295829,0.552632,0.442980,-1.355490,-0.148974,-0.115873
-5.077440,-2.059386,-1.424830,0.570669,1.967378,6.199400,0.295839,0.552599,0.443044,-1.355391,-0.148976,-0.115917
-5.077428,-2.059398,-1.424830,0.570681,1.967366,6.199388,0.295835,0.552605,0.443038,-1.355389,-0.148982,-0.115926
-5.077428,-2.059398,-1.424890,0.570705,1.967354,6.199400,0.295834,0.552602,0.443014,-1.355423,-0.148956,-0.115913
-5.077428,-2.059422,-1.424902,0.570681,1.967354,6.199412,0.295838,0.552612,0.442992,-1.355481,-0.148934,-0.115885
-5.077452,-2.059422,-1.424878,0.570669,1.967318,6.199400,0.295855,0.552607,0.443002,-1.355472,-0.148898,-0.115943
-5.077416,-2.059398,-1.424854,0.570705,1.967390,6.199400,0.295825,0.552606,0.443029,-1.355388,-0.149003,-0.115889
-5.077440,-2.059446,-1.424842,0.570681,1.967342,6.199436,0.295849,0.552618,0.443003,-1.355450,-0.148907,-0.115893
-5.077440,-2.059458,-1.424866,0.570669,1.967378,6.199388,0.295848,0.552622,0.442984,-1.355492,-0.148959,-0.115895
-5.077452,-2.059398,-1.424830,0.570705,1.967378,6.199412,0.295846,0.552596,0.443039,-1.355370,-0.148966,-0.115925
-5.077464,-2.059446,-1.424818,0.570681,1.967366,6.199388,0.295861,0.552611,0.443012,-1.355427,-0.148949,-0.115945
-5.077488,-2.059398,-1.424902,0.570705,1.967342,6.199376,0.295868,0.552584,0.443009,-1.355439,-0.148919,-0.115988
-5.077416,-2.059422,-1.424890,0.570681,1.967366,6.199400,0.295831,0.552616,0.442997,-1.355468,-0.148963,-0.115880
-5.077440,-2.059386,-1.424842,0.570681,1.967354,6.199376,0.295841,0.552598,0.443040,-1.355389,-0.148972,-0.115954
-5.077440,-2.059434,-1.424854,0.570693,1.967342,6.199400,0.295847,0.552612,0.443006,-1.355436,-0.148935,-0.115928
-5.077452,-2.059422,-1.424866,0.570693,1.967378,6.199412,0.295849,0.552604,0.443008,-1.355438,-0.148949,-0.115903
-5.077452,-2.059409,-1.424890,0.570681,1.967366,6.199376,0.295849,0.552601,0.443005,-1.355458,-0.148958,-0.115934
-5.077428,-2.059422,-1.424878,0.570681,1.967354,6.199400,0.295838,0.552613,0.443002,-1.355458,-0.148948,-0.115902
-5.077464,-2.059398,-1.424854,0.570717,1.967390,6.199400,0.295851,0.552590,0.443029,-1.355381,-0.148973,-0.115933
-5.077452,-2.059398,-1.424866,0.570693,1.967414,6.199400,0.295843,0.552596,0.443023,-1.355414,-0.148993,-0.115896
-5.077476,-2.059398,-1.424902,0.570717,1.967366,6.199376,0.295859,0.552586,0.443009,-1.355426,-0.148950,-0.115965
-5.077452,-2.059422,-1.424818,0.570681,1.967342,6.199376,0.295853,0.552607,0.443028,-1.355402,-0.148951,-0.115968
-5.077488,-2.059422,-1.424830,0.570681,1.967354,6.199376,0.295872,0.552596,0.443023,-1.355417,-0.148934,-0.115987
-5.077464,-2.059409,-1.424866,0.570669,1.967330,6.199400,0.295859,0.552599,0.443015,-1.355449,-0.148906,-0.115953
-5.077464,-2.059409,-1.424866,0.570681,1.967378,6.199400,0.295855,0.552598,0.443015,-1.355438,-0.148949,-0.115924
-5.077440,-2.059446,-1.424902,0.570717,1.967330,6.199388,0.295848,0.552613,0.442979,-1.355470,-0.148925,-0.115935
-5.077464,-2.059470,-1.424926,0.570705,1.967330,6.199412,0.295865,0.552614,0.442954,-1.355530,-0.148878,-0.115917
-5.077428,-2.059470,-1.424890,0.570705,1.967342,6.199376,0.295844,0.552626,0.442969,-1.355491,-0.148946,-0.115919
-5.077452,-2.059482,-1.424854,0.570669,1.967366,6.199376,0.295859,0.552627,0.442975,-1.355504,-0.148947,-0.115920
-5.077488,-2.059458,-1.424914,0.570669,1.967366,6.199400,0.295875,0.552607,0.442964,-1.355543,-0.148897,-0.115919
-5.077512,-2.059482,-1.424914,0.570681,1.967354,6.199400,0.295892,0.552607,0.442950,-1.355556,-0.148869,-0.115944
-5.077548,-2.059494,-1.424866,0.570705,1.967378,6.199388,0.295911,0.552598,0.442964,-1.355502,-0.148886,-0.115986
-5.077596,-2.059518,-1.424938,0.570693,1.967390,6.199400,0.295940,0.552592,0.442918,-1.355608,-0.148831,-0.115976
-5.077644,-2.059578,-1.424890,0.570681,1.967366,6.199376,0.295976,0.552600,0.442900,-1.355634,-0.148789,-0.116045
-5.077632,-2.059674,-1.424962,0.570669,1.967342,6.199376,0.295984,0.552635,0.442810,-1.355804,-0.148736,-0.115998
-5.077512,-2.059818,-1.425130,0.570681,1.967402,6.199388,0.295929,0.552713,0.442650,-1.356077,-0.148790,-0.115756
-5.077320,-2.059890,-1.425393,0.570681,1.967342,6.199424,0.295835,0.552788,0.442494,-1.356380,-0.148768,-0.115505
-5.077128,-2.059878,-1.425633,0.570669,1.967318,6.199376,0.295621,0.552896,0.442300,-1.356808,-0.148937,-0.115084
-5.076661,-2.059902,-1.426089,0.570669,1.967366,6.199400,0.295465,0.552974,0.442192,-1.357000,-0.149086,-0.114740
-5.075809,-2.059938,-1.426784,0.570693,1.967402,6.199388,0.294989,0.553220,0.441878,-1.357594,-0.149539,-0.113798
-5.074454,-2.059926,-1.427779,0.570657,1.967366,6.199364,0.294233,0.553598,0.441463,-1.358437,-0.150210,-0.112400
-5.072535,-2.059950,-1.429002,0.570681,1.967342,6.199400,0.293164,0.554140,0.440934,-1.359427,-0.151188,-0.110410
-5.070172,-2.059914,-1.430297,0.570657,1.967378,6.199424,0.291836,0.554793,0.440409,-1.360432,-0.152513,-0.108000
-5.067617,-2.059938,-1.431663,0.570681,1.967366,6.199412,0.290409,0.555511,0.439819,-1.361498,-0.153937,-0.105468
-5.064991,-2.059950,-1.432970,0.570669,1.967330,6.199388,0.288942,0.556246,0.439260,-1.362521,-0.155409,-0.102914
-5.062412,-2.059986,-1.434325,0.570681,1.967390,6.199400,0.287494,0.556967,0.438666,-1.363595,-0.156897,-0.100292
-5.059749,-2.060034,-1.435727,0.570657,1.967378,6.199400,0.286005,0.557715,0.438044,-1.364752,-0.158371,-0.097632
-5.056811,-2.060034,-1.437142,0.570681,1.967354,6.199388,0.284353,0.558515,0.437449,-1.365802,-0.160054,-0.094785
-5.053681,-2.060058,-1.438640,0.570681,1.967330,6.199412,0.282594,0.559371,0.436802,-1.366962,-0.161817,-0.091711
-5.050286,-2.060106,-1.440079,0.570669,1.967378,6.199412,0.280682,0.560306,0.436165,-1.368070,-0.163846,-0.088396
-5.046544,-2.060046,-1.441613,0.570681,1.967378,6.199364,0.278561,0.561290,0.435556,-1.369108,-0.166117,-0.084875
-5.042514,-2.060094,-1.443268,0.570645,1.967402,6.199424,0.276286,0.562381,0.434826,-1.370386,-0.168477,-0.080928
-5.038173,-2.060046,-1.445007,0.570681,1.967342,6.199400,0.273823,0.563507,0.434126,-1.371549,-0.171062,-0.076876
-5.033423,-2.059998,-1.446972,0.570657,1.967366,6.199376,0.271117,0.564730,0.433326,-1.372940,-0.173941,-0.072345
-5.028410,-2.060022,-1.449226,0.570681,1.967330,6.199412,0.268265,0.566020,0.432363,-1.374606,-0.176854,-0.067499
-5.023144,-2.060070,-1.451636,0.570669,1.967354,6.199388,0.265260,0.567366,0.431317,-1.376444,-0.179996,-0.062392
-5.020386,-2.060046,-1.452918,0.570669,1.967390,6.199400,0.263675,0.568047,0.430791,-1.377373,-0.181656,-0.059693
-5.011834,-2.060046,-1.457138,0.570681,1.967330,6.199376,0.258768,0.570141,0.429015,-1.380539,-0.186659,-0.051415
-5.008872,-2.060022,-1.458637,0.570693,1.967354,6.199376,0.257058,0.570844,0.428400,-1.381637,-0.188430,-0.048511
-5.002815,-2.060046,-1.461729,0.570657,1.967354,6.199412,0.253566,0.572293,0.427081,-1.384039,-0.191964,-0.042539
-4.996614,-2.060034,-1.464895,0.570681,1.967354,6.199400,0.249976,0.573732,0.425758,-1.386395,-0.195653,-0.036500
-4.990222,-2.060058,-1.468096,0.570645,1.967366,6.199388,0.246270,0.575208,0.424394,-1.388853,-0.199475,-0.030266
-4.983745,-2.060022,-1.471416,0.570633,1.967390,6.199400,0.242498,0.576650,0.423019,-1.391331,-0.203360,-0.023932
-4.977112,-2.060034,-1.474714,0.570633,1.967378,6.199364,0.238633,0.578115,0.421626,-1.393797,-0.207373,-0.017538
-4.970408,-2.060010,-1.478070,0.570633,1.967378,6.199352,0.234712,0.579552,0.420230,-1.396273,-0.211444,-0.011061
-4.963620,-2.060022,-1.481343,0.570633,1.967390,6.199412,0.230735,0.580993,0.418848,-1.398696,-0.215562,-0.004469
-4.956711,-2.059998,-1.484532,0.570657,1.967354,6.199412,0.226680,0.582420,0.417525,-1.400958,-0.219809,0.002090
-4.949803,-2.059986,-1.487613,0.570657,1.967354,6.199400,0.222615,0.583826,0.416239,-1.403140,-0.224126,0.008635
-4.942691,-2.060010,-1.490478,0.570621,1.967378,6.199412,0.218425,0.585269,0.415019,-1.405155,-0.228631,0.015335
-4.935410,-2.060010,-1.492947,0.570681,1.967426,6.199364,0.214125,0.586716,0.413986,-1.406639,-0.233420,0.021993
-4.928010,-2.059986,-1.495045,0.570645,1.967318,6.199388,0.209762,0.588177,0.413120,-1.407829,-0.238177,0.028609
-4.920502,-2.059998,-1.496820,0.570681,1.967366,6.199364,0.205317,0.589645,0.412370,-1.408634,-0.243243,0.035281
-4.912922,-2.059998,-1.498055,0.570669,1.967366,6.199376,0.200829,0.591122,0.411852,-1.408942,-0.248384,0.041867
-4.905259,-2.060010,-1.498738,0.570633,1.967318,6.199388,0.196291,0.592617,0.411556,-1.408733,-0.253629,0.048346
-4.897655,-2.060046,-1.498738,0.570645,1.967426,6.199388,0.191773,0.594101,0.411533,-1.407821,-0.259077,0.054688
-4.889943,-2.059962,-1.498666,0.570645,1.967378,6.199424,0.187185,0.595540,0.411616,-1.406723,-0.264472,0.060990
-4.886092,-2.059974,-1.498642,0.570669,1.967366,6.199400,0.184892,0.596259,0.411620,-1.406204,-0.267197,0.064122
-4.878405,-2.059986,-1.498570,0.570669,1.967330,6.199376,0.180307,0.597671,0.411643,-1.405170,-0.272608,0.070389
-4.870969,-2.060022,-1.498582,0.570621,1.967378,6.199400,0.175856,0.599010,0.411612,-1.404306,-0.277853,0.076588
-4.863665,-2.059998,-1.498486,0.570657,1.967342,6.199376,0.171478,0.600273,0.411670,-1.403201,-0.283002,0.082515
-4.856624,-2.059962,-1.498379,0.570669,1.967390,6.199376,0.167243,0.601457,0.411738,-1.402113,-0.288014,0.088304
-4.849920,-2.059998,-1.498271,0.570657,1.967342,6.199376,0.163214,0.602584,0.411760,-1.401160,-0.292696,0.093773
-4.843539,-2.059986,-1.498030,0.570669,1.967342,6.199412,0.159366,0.603621,0.411869,-1.400042,-0.297188,0.098988
-4.837699,-2.059986,-1.497743,0.570657,1.967342,6.199400,0.155840,0.604558,0.411989,-1.398970,-0.301332,0.103717
-4.832146,-2.060010,-1.497431,0.570645,1.967342,6.199424,0.152484,0.605439,0.412104,-1.397935,-0.305245,0.108240
-4.827061,-2.059974,-1.497048,0.570669,1.967354,6.199436,0.149403,0.606212,0.412289,-1.396791,-0.308866,0.112335
-4.822443,-2.059986,-1.496604,0.570657,1.967366,6.199412,0.146604,0.606923,0.412466,-1.395724,-0.312177,0.116022
-4.818389,-2.060010,-1.496125,0.570657,1.967330,6.199400,0.144149,0.607546,0.412653,-1.394704,-0.315047,0.119213
-4.814959,-2.059986,-1.495453,0.570693,1.967390,6.199412,0.142062,0.608059,0.412951,-1.393494,-0.317570,0.121911
-4.812081,-2.060022,-1.494614,0.570681,1.967318,6.199352,0.140323,0.608523,0.413280,-1.392304,-0.319651,0.123990
-4.810929,-2.059998,-1.494158,0.570657,1.967354,6.199424,0.139621,0.608701,0.413485,-1.391701,-0.320484,0.124912
-4.809071,-2.060034,-1.492959,0.570693,1.967378,6.199388,0.138494,0.609027,0.413967,-1.390253,-0.321954,0.126140
-4.807835,-2.060070,-1.491593,0.570669,1.967342,6.199388,0.137753,0.609282,0.414517,-1.388802,-0.322923,0.126817
-4.807440,-2.060070,-1.489903,0.570681,1.967306,6.199388,0.137523,0.609419,0.415227,-1.387089,-0.323346,0.126705
-4.807535,-2.060130,-1.487852,0.570717,1.967390,6.199412,0.137586,0.609520,0.416052,-1.385121,-0.323541,0.126215
-4.807955,-2.060094,-1.485371,0.570681,1.967342,6.199400,0.137856,0.609574,0.417114,-1.382765,-0.323474,0.125225
-4.808651,-2.060142,-1.482362,0.570681,1.967390,6.199376,0.138292,0.609632,0.418348,-1.379971,-0.323353,0.123947
-4.809562,-2.060154,-1.478849,0.570717,1.967390,6.199376,0.138864,0.609665,0.419818,-1.376655,-0.323088,0.122337
-4.810749,-2.060214,-1.474701,0.570705,1.967366,6.199412,0.139611,0.609703,0.421524,-1.372863,-0.322646,0.120380
-4.812165,-2.060346,-1.470038,0.570693,1.967354,6.199424,0.140499,0.609745,0.423402,-1.368668,-0.322124,0.118113
-4.813592,-2.060466,-1.464823,0.570681,1.967378,6.199388,0.141394,0.609792,0.425520,-1.363912,-0.321718,0.115682
-4.814347,-2.060478,-1.462029,0.570681,1.967342,6.199352,0.141869,0.609797,0.426688,-1.361308,-0.321487,0.114325
-4.815859,-2.060610,-1.455796,0.570693,1.967342,6.199412,0.142819,0.609852,0.429231,-1.355581,-0.321055,0.111633
-4.817574,-2.060742,-1.449106,0.570705,1.967366,6.199376,0.143893,0.609874,0.431967,-1.349420,-0.320624,0.108595
-4.819289,-2.060790,-1.441865,0.570705,1.967378,6.199424,0.144964,0.609865,0.434988,-1.342668,-0.320201,0.105463
-4.821184,-2.060874,-1.434205,0.570729,1.967330,6.199412,0.146151,0.609829,0.438168,-1.335542,-0.319698,0.101987
-4.823222,-2.060958,-1.426112,0.570753,1.967354,6.199400,0.147419,0.609753,0.441530,-1.328010,-0.319214,0.098329
-4.825310,-2.061102,-1.417506,0.570717,1.967342,6.199376,0.148720,0.609680,0.445071,-1.320103,-0.318729,0.094495
-4.827540,-2.061234,-1.408550,0.570717,1.967366,6.199376,0.150103,0.609548,0.448769,-1.311833,-0.318217,0.090483
-4.829999,-2.061378,-1.399475,0.570705,1.967342,6.199388,0.151625,0.609354,0.452512,-1.303511,-0.317532,0.086226
-4.832602,-2.061534,-1.390281,0.570681,1.967342,6.199412,0.153230,0.609107,0.456297,-1.295119,-0.316792,0.081844
-4.835108,-2.061691,-1.381073,0.570705,1.967378,6.199448,0.154769,0.608830,0.460091,-1.286654,-0.316159,0.077556
-4.837339,-2.061691,-1.372094,0.570753,1.967378,6.199400,0.156130,0.608498,0.463887,-1.278186,-0.315737,0.073413
-4.839174,-2.061631,-1.363308,0.570741,1.967366,6.199376,0.157245,0.608177,0.467637,-1.269850,-0.315533,0.069661
-4.840601,-2.061631,-1.354496,0.570729,1.967378,6.199376,0.158107,0.607907,0.471359,-1.261491,-0.315599,0.066298
-4.841669,-2.061666,-1.345901,0.570693,1.967342,6.199412,0.158753,0.607680,0.474966,-1.253356,-0.315803,0.063309
-4.842412,-2.061631,-1.337606,0.570741,1.967366,6.199376,0.159188,0.607440,0.478494,-1.245298,-0.316294,0.060610
-4.842652,-2.061654,-1.333482,0.570741,1.967378,6.199388,0.159326,0.607349,0.480220,-1.241340,-0.316594,0.059421
-4.842880,-2.061666,-1.325270,0.570741,1.967378,6.199400,0.159448,0.607173,0.483680,-1.233386,-0.317334,0.057235
-4.843036,-2.061642,-1.317251,0.570729,1.967342,6.199376,0.159524,0.606973,0.487079,-1.225582,-0.318087,0.055100
-4.843024,-2.061654,-1.309470,0.570705,1.967366,6.199376,0.159492,0.606793,0.490352,-1.218030,-0.318946,0.053241
-4.843060,-2.061642,-1.301870,0.570705,1.967342,6.199352,0.159489,0.606575,0.493564,-1.210614,-0.319730,0.051324
-4.843060,-2.061678,-1.294510,0.570729,1.967342,6.199400,0.159462,0.606361,0.496645,-1.203458,-0.320481,0.049582
-4.843036,-2.061631,-1.287533,0.570753,1.967390,6.199388,0.159411,0.606108,0.499613,-1.196577,-0.321289,0.047913
-4.843024,-2.061594,-1.280976,0.570741,1.967366,6.199400,0.159374,0.605858,0.502396,-1.190161,-0.321960,0.046325
-4.842964,-2.061570,-1.274850,0.570753,1.967390,6.199412,0.159304,0.605616,0.504987,-1.184144,-0.322654,0.044911
-4.842916,-2.061582,-1.269300,0.570741,1.967342,6.199376,0.159250,0.605401,0.507314,-1.178743,-0.323237,0.043557
-4.842880,-2.061547,-1.264409,0.570741,1.967354,6.199376,0.159198,0.605178,0.509391,-1.173932,-0.323780,0.042406
-4.842820,-2.061498,-1.260105,0.570729,1.967342,6.199388,0.159135,0.604972,0.511228,-1.169692,-0.324246,0.041415
-4.842712,-2.061522,-1.256485,0.570705,1.967342,6.199376,0.159049,0.604831,0.512733,-1.166188,-0.324684,0.040637
-4.842628,-2.061486,-1.253609,0.570729,1.967390,6.199388,0.158974,0.604686,0.513963,-1.163308,-0.325070,0.040042
-4.842616,-2.061378,-1.251559,0.570776,1.967366,6.199388,0.158949,0.604535,0.514891,-1.161157,-0.325282,0.039508
-4.842664,-2.061366,-1.250779,0.570753,1.967378,6.199436,0.158972,0.604486,0.515225,-1.160423,-0.325315,0.039330
-4.842724,-2.061366,-1.249521,0.570729,1.967354,6.199388,0.159002,0.604416,0.515752,-1.159221,-0.325413,0.038923
-4.842724,-2.061378,-1.249641,0.570753,1.967366,6.199412,0.159003,0.604424,0.515695,-1.159330,-0.325399,0.038978
-4.842688,-2.061378,-1.249688,0.570753,1.967366,6.199388,0.158981,0.604432,0.515675,-1.159367,-0.325429,0.039000
-4.842712,-2.061462,-1.249749,0.570705,1.967354,6.199436,0.159002,0.604473,0.515596,-1.159567,-0.325357,0.039060
-4.842724,-2.061415,-1.249737,0.570717,1.967366,6.199388,0.159006,0.604448,0.515631,-1.159490,-0.325395,0.038997
-4.842712,-2.061343,-1.249725,0.570741,1.967366,6.199412,0.158994,0.604416,0.515682,-1.159387,-0.325400,0.039003
-4.842736,-2.061403,-1.249749,0.570741,1.967390,6.199376,0.159010,0.604439,0.515634,-1.159465,-0.325419,0.038985
-4.842712,-2.061462,-1.249737,0.570717,1.967366,6.199400,0.159001,0.604470,0.515602,-1.159536,-0.325390,0.039029
-4.842712,-2.061415,-1.249737,0.570717,1.967366,6.199364,0.158999,0.604450,0.515631,-1.159484,-0.325416,0.038987
-4.842712,-2.061366,-1.249725,0.570729,1.967330,6.199376,0.158998,0.604429,0.515667,-1.159418,-0.325385,0.038959
-4.842724,-2.061438,-1.249749,0.570753,1.967366,6.199364,0.159007,0.604455,0.515613,-1.159486,-0.325409,0.038976
-4.842712,-2.061450,-1.249772,0.570717,1.967366,6.199400,0.159001,0.604467,0.515594,-1.159560,-0.325388,0.039035
-4.842736,-2.061426,-1.249760,0.570741,1.967426,6.199400,0.159009,0.604449,0.515614,-1.159501,-0.325433,0.039035
-4.842724,-2.061378,-1.249725,0.570764,1.967366,6.199412,0.159003,0.604427,0.515660,-1.159400,-0.325392,0.038995
-4.842736,-2.061415,-1.249737,0.570729,1.967366,6.199388,0.159013,0.604445,0.515632,-1.159480,-0.325390,0.038984
-4.842724,-2.061390,-1.249725,0.570776,1.967342,6.199436,0.159005,0.604431,0.515654,-1.159406,-0.325356,0.039002
-4.842736,-2.061450,-1.249737,0.570717,1.967354,6.199436,0.159016,0.604462,0.515609,-1.159535,-0.325346,0.039030
-4.842712,-2.061426,-1.249725,0.570741,1.967378,6.199400,0.158998,0.604452,0.515629,-1.159466,-0.325408,0.039019
-4.842700,-2.061415,-1.249785,0.570717,1.967390,6.199424,0.158990,0.604454,0.515611,-1.159537,-0.325405,0.039075
-4.842736,-2.061403,-1.249725,0.570729,1.967366,6.199388,0.159012,0.604439,0.515644,-1.159457,-0.325392,0.038978
-4.842700,-2.061438,-1.249749,0.570741,1.967402,6.199376,0.158990,0.604459,0.515612,-1.159493,-0.325447,0.039032
-4.842700,-2.061426,-1.249725,0.570753,1.967378,6.199412,0.158990,0.604452,0.515630,-1.159454,-0.325410,0.039037
-4.842712,-2.061438,-1.249760,0.570753,1.967354,6.199424,0.159000,0.604458,0.515608,-1.159507,-0.325370,0.039035
-4.842712,-2.061426,-1.249772,0.570729,1.967366,6.199400,0.158999,0.604456,0.515609,-1.159525,-0.325392,0.039027
-4.842736,-2.061426,-1.249749,0.570753,1.967378,6.199400,0.159012,0.604448,0.515620,-1.159481,-0.325393,0.039001
-4.842700,-2.061415,-1.249760,0.570753,1.967354,6.199400,0.158992,0.604449,0.515623,-1.159477,-0.325393,0.039019
-4.842700,-2.061426,-1.249749,0.570741,1.967354,6.199400,0.158993,0.604455,0.515620,-1.159489,-0.325392,0.039021
-4.842736,-2.061462,-1.249785,0.570705,1.967342,6.199400,0.159018,0.604471,0.515581,-1.159601,-0.325349,0.039009
-4.842724,-2.061390,-1.249737,0.570741,1.967342,6.199400,0.159006,0.604436,0.515647,-1.159446,-0.325372,0.038982
-4.842724,-2.061450,-1.249725,0.570729,1.967354,6.199424,0.159008,0.604462,0.515615,-1.159508,-0.325363,0.039024
-4.842736,-2.061426,-1.249725,0.570717,1.967402,6.199412,0.159011,0.604450,0.515628,-1.159493,-0.325406,0.039029
